epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,232.908,1.75051,1.26505,1.43585,0.48385,0.40129,0.4051,0.19185,2.13841,2.85968,1.82027,0.000210459,0.000210459,0.000210459
27,242.986,2.0712,1.39896,1.50356,0.48417,0.41333,0.41041,0.1958,2.11783,2.77486,1.79612,0.000210295,0.000210295,0.000210295
28,252.438,1.95926,1.31952,1.46367,0.48417,0.41333,0.41041,0.1958,2.11783,2.77486,1.79612,0.000209472,0.000209472,0.000209472
29,261.814,1.72407,1.24191,1.45006,0.45414,0.45842,0.42658,0.20466,2.09612,2.66373,1.76543,0.000207988,0.000207988,0.000207988
30,271.408,1.68325,1.13197,1.35584,0.45414,0.45842,0.42658,0.20466,2.09612,2.66373,1.76543,0.000205844,0.000205844,0.000205844
31,280.852,1.76431,1.19202,1.38458,0.53214,0.43075,0.44247,0.2148,2.09225,2.5157,1.7664,0.000203041,0.000203041,0.000203041
32,290.513,1.67465,1.0935,1.34413,0.53214,0.43075,0.44247,0.2148,2.09225,2.5157,1.7664,0.000199577,0.000199577,0.000199577
33,299.761,1.70623,1.14645,1.41201,0.61914,0.41742,0.46705,0.23386,2.05266,2.36775,1.73803,0.000195452,0.000195452,0.000195452
34,309.007,1.58005,1.06248,1.37148,0.61914,0.41742,0.46705,0.23386,2.05266,2.36775,1.73803,0.000190668,0.000190668,0.000190668
35,318.806,1.6319,1.03939,1.31086,0.63331,0.42036,0.49125,0.24722,2.04562,2.19347,1.7332,0.000185224,0.000185224,0.000185224
36,328.029,1.62895,1.04527,1.35662,0.63331,0.42036,0.49125,0.24722,2.04562,2.19347,1.7332,0.000179119,0.000179119,0.000179119
37,337.46,1.66352,1.03407,1.32257,0.59512,0.45204,0.48703,0.2503,2.03677,2.06674,1.73299,0.000172354,0.000172354,0.000172354
38,347.428,1.55387,1.07656,1.34464,0.59512,0.45204,0.48703,0.2503,2.03677,2.06674,1.73299,0.00016493,0.00016493,0.00016493
39,359.07,1.54968,1.06168,1.31908,0.59414,0.4655,0.48199,0.24999,2.02273,1.89957,1.72321,0.000156845,0.000156845,0.000156845
40,369.417,1.72887,1.08377,1.34382,0.59414,0.4655,0.48199,0.24999,2.02273,1.89957,1.72321,0.0001481,0.0001481,0.0001481
41,379.283,1.62549,1.11088,1.38263,0.56318,0.46667,0.49253,0.25276,2.00902,1.76551,1.71681,0.000138694,0.000138694,0.000138694
42,389.929,1.73208,1.26093,1.37549,0.56318,0.46667,0.49253,0.25276,2.00902,1.76551,1.71681,0.000128629,0.000128629,0.000128629
43,399.877,1.71536,1.21889,1.38133,0.51438,0.53389,0.49308,0.25738,2.01165,1.66611,1.71972,0.000117904,0.000117904,0.000117904
44,409.224,1.61434,1.08087,1.37168,0.51438,0.53389,0.49308,0.25738,2.01165,1.66611,1.71972,0.000106518,0.000106518,0.000106518
45,418.411,1.6332,1.07592,1.3511,0.54676,0.4941,0.50087,0.25823,2.00767,1.58836,1.71434,9.44722e-05,9.44722e-05,9.44722e-05
46,427.557,1.56798,1.04835,1.34536,0.54676,0.4941,0.50087,0.25823,2.00767,1.58836,1.71434,8.17663e-05,8.17663e-05,8.17663e-05
47,436.872,1.57949,1.06655,1.36103,0.61281,0.47166,0.50408,0.25858,1.97988,1.55468,1.69331,6.84003e-05,6.84003e-05,6.84003e-05
48,446.335,1.51888,1.00062,1.29453,0.61281,0.47166,0.50408,0.25858,1.97988,1.55468,1.69331,5.43742e-05,5.43742e-05,5.43742e-05
49,455.506,1.6035,1.07493,1.32614,0.60178,0.47229,0.50855,0.26214,1.97563,1.53551,1.69226,3.96879e-05,3.96879e-05,3.96879e-05
50,465.021,1.52654,1.00983,1.31303,0.60178,0.47229,0.50855,0.26214,1.97563,1.53551,1.69226,2.43415e-05,2.43415e-05,2.43415e-05
