epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,34.5882,1.71137,1.18658,1.30128,0.51615,0.52778,0.50451,0.28269,1.83898,1.62365,1.42228,0.000206988,0.000206988,0.000206988
24,35.9294,1.45137,1.04021,1.27818,0.51615,0.52778,0.50451,0.28269,1.83898,1.62365,1.42228,0.000208805,0.000208805,0.000208805
25,37.4313,1.69686,1.15686,1.36032,0.55179,0.55556,0.52526,0.29295,1.88419,1.65751,1.44179,0.000209962,0.000209962,0.000209962
26,38.7766,1.48598,1.00138,1.26961,0.55179,0.55556,0.52526,0.29295,1.88419,1.65751,1.44179,0.000210459,0.000210459,0.000210459
27,40.2212,1.33164,1.0028,1.22418,0.52859,0.55556,0.51133,0.28195,1.9264,1.59547,1.48602,0.000210295,0.000210295,0.000210295
28,41.6002,1.54824,1.69499,1.45739,0.52859,0.55556,0.51133,0.28195,1.9264,1.59547,1.48602,0.000209472,0.000209472,0.000209472
29,42.9472,1.60551,1.34669,1.43311,0.5963,0.51754,0.49301,0.28503,1.94639,1.41655,1.50644,0.000207988,0.000207988,0.000207988
30,44.3746,1.35486,0.96567,1.2274,0.5963,0.51754,0.49301,0.28503,1.94639,1.41655,1.50644,0.000205844,0.000205844,0.000205844
31,45.8812,1.44858,1.06732,1.36921,0.78945,0.46937,0.502,0.28989,1.95155,1.35675,1.50666,0.000203041,0.000203041,0.000203041
32,47.2973,1.35009,0.96747,1.22725,0.78945,0.46937,0.502,0.28989,1.95155,1.35675,1.50666,0.000199577,0.000199577,0.000199577
33,48.8061,1.35963,0.95669,1.201,0.78391,0.47222,0.52022,0.27034,1.94365,1.36959,1.51435,0.000195452,0.000195452,0.000195452
34,50.2325,1.57713,1.03686,1.21258,0.78391,0.47222,0.52022,0.27034,1.94365,1.36959,1.51435,0.000190668,0.000190668,0.000190668
35,51.8125,1.39905,1.07605,1.20496,0.71929,0.46561,0.51223,0.27394,1.94803,1.37369,1.52833,0.000185224,0.000185224,0.000185224
36,53.2171,1.38778,0.90906,1.16015,0.71929,0.46561,0.51223,0.27394,1.94803,1.37369,1.52833,0.000179119,0.000179119,0.000179119
37,54.8714,1.35905,0.95449,1.22792,0.57234,0.54889,0.53077,0.26999,1.92207,1.37135,1.51177,0.000172354,0.000172354,0.000172354
38,56.251,1.35611,0.90085,1.13569,0.57234,0.54889,0.53077,0.26999,1.92207,1.37135,1.51177,0.00016493,0.00016493,0.00016493
39,57.7332,1.18626,0.81322,1.16327,0.54141,0.61111,0.53929,0.28507,1.90354,1.36795,1.49632,0.000156845,0.000156845,0.000156845
40,59.2161,1.34247,0.89554,1.12596,0.54141,0.61111,0.53929,0.28507,1.90354,1.36795,1.49632,0.0001481,0.0001481,0.0001481
41,60.7529,1.338,1.10505,1.15201,0.57628,0.55697,0.54782,0.28461,1.88125,1.3655,1.47944,0.000138694,0.000138694,0.000138694
42,62.3158,1.19377,0.91227,1.13071,0.57628,0.55697,0.54782,0.28461,1.88125,1.3655,1.47944,0.000128629,0.000128629,0.000128629
43,63.9556,1.21775,0.86101,1.15082,0.7723,0.47222,0.5548,0.28538,1.86999,1.36249,1.47032,0.000117904,0.000117904,0.000117904
44,65.4355,1.11897,0.84254,1.02984,0.7723,0.47222,0.5548,0.28538,1.86999,1.36249,1.47032,0.000106518,0.000106518,0.000106518
45,66.9858,1.78365,1.63523,1.18588,0.80752,0.46893,0.54318,0.28672,1.86635,1.37112,1.47469,9.44722e-05,9.44722e-05,9.44722e-05
46,68.4272,1.42608,1.1389,1.09011,0.80752,0.46893,0.54318,0.28672,1.86635,1.37112,1.47469,8.17663e-05,8.17663e-05,8.17663e-05
47,69.9682,1.05315,0.81589,1.05181,0.71703,0.47222,0.52904,0.27909,1.86377,1.36165,1.47122,6.84003e-05,6.84003e-05,6.84003e-05
48,71.5314,1.22605,0.8246,1.21821,0.71703,0.47222,0.52904,0.27909,1.86377,1.36165,1.47122,5.43742e-05,5.43742e-05,5.43742e-05
49,73.0524,1.37694,0.99726,1.24257,0.64946,0.47933,0.5365,0.28094,1.88824,1.35557,1.48034,3.96879e-05,3.96879e-05,3.96879e-05
50,74.4732,1.40841,0.96263,1.16133,0.64946,0.47933,0.5365,0.28094,1.88824,1.35557,1.48034,2.43415e-05,2.43415e-05,2.43415e-05
