epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,94.3011,2.10984,1.35551,1.50274,0.49141,0.512,0.45483,0.12518,2.55856,4.4011,1.55737,0.000251904,0.000251904,0.000251904
26,98.0666,2.20651,1.71225,1.60096,0.49141,0.512,0.45483,0.12518,2.55856,4.4011,1.55737,0.0002525,0.0002525,0.0002525
27,101.71,2.21138,1.62069,1.61485,0.51302,0.51411,0.4403,0.12513,2.54726,4.11007,1.54313,0.000252304,0.000252304,0.000252304
28,105.36,2.14147,1.26564,1.45868,0.51302,0.51411,0.4403,0.12513,2.54726,4.11007,1.54313,0.000251316,0.000251316,0.000251316
29,109.16,2.12863,1.34909,1.53009,0.48881,0.512,0.43713,0.12609,2.55345,3.70217,1.5621,0.000249536,0.000249536,0.000249536
30,112.978,1.96079,1.25921,1.46167,0.48881,0.512,0.43713,0.12609,2.55345,3.70217,1.5621,0.000246964,0.000246964,0.000246964
31,116.843,2.12438,1.49197,1.54792,0.52873,0.464,0.41948,0.12216,2.59073,3.38644,1.61449,0.0002436,0.0002436,0.0002436
32,120.775,2.03204,1.18372,1.40062,0.52873,0.464,0.41948,0.12216,2.59073,3.38644,1.61449,0.000239444,0.000239444,0.000239444
33,125.514,2.11077,1.34609,1.37634,0.48096,0.432,0.34481,0.10847,2.63567,3.08781,1.66024,0.000234496,0.000234496,0.000234496
34,129.513,1.81574,1.21202,1.37488,0.48096,0.432,0.34481,0.10847,2.63567,3.08781,1.66024,0.000228756,0.000228756,0.000228756
35,133.341,1.94063,1.29964,1.41781,0.44213,0.432,0.34118,0.10363,2.66655,2.82178,1.69643,0.000222224,0.000222224,0.000222224
36,137.103,1.83104,1.09738,1.32505,0.44213,0.432,0.34118,0.10363,2.66655,2.82178,1.69643,0.0002149,0.0002149,0.0002149
37,140.924,1.85897,1.14637,1.31814,0.42664,0.448,0.33562,0.09887,2.70661,2.63151,1.7259,0.000206784,0.000206784,0.000206784
38,144.681,1.96341,1.09614,1.32097,0.42664,0.448,0.33562,0.09887,2.70661,2.63151,1.7259,0.000197876,0.000197876,0.000197876
39,148.538,1.78828,1.10988,1.34974,0.47646,0.44,0.35393,0.10234,2.71919,2.42289,1.73417,0.000188176,0.000188176,0.000188176
40,152.222,1.77533,1.19033,1.334,0.47646,0.44,0.35393,0.10234,2.71919,2.42289,1.73417,0.000177684,0.000177684,0.000177684
41,155.968,2.08213,1.42596,1.5169,0.47843,0.448,0.36548,0.10186,2.74507,2.17021,1.76114,0.0001664,0.0001664,0.0001664
42,159.725,2.12594,1.56249,1.44557,0.47843,0.448,0.36548,0.10186,2.74507,2.17021,1.76114,0.000154324,0.000154324,0.000154324
43,163.468,2.06407,1.38148,1.51172,0.51131,0.464,0.36966,0.09889,2.79476,1.9764,1.82353,0.000141456,0.000141456,0.000141456
44,167.185,1.9266,1.22221,1.43553,0.51131,0.464,0.36966,0.09889,2.79476,1.9764,1.82353,0.000127796,0.000127796,0.000127796
45,170.888,2.02681,1.30126,1.40222,0.44685,0.416,0.32158,0.08039,2.85713,1.85616,1.88257,0.000113344,0.000113344,0.000113344
46,174.54,1.91194,1.2453,1.34852,0.44685,0.416,0.32158,0.08039,2.85713,1.85616,1.88257,9.81e-05,9.81e-05,9.81e-05
47,178.421,1.833,1.17956,1.37378,0.43436,0.416,0.2826,0.07334,2.90348,1.78353,1.93207,8.2064e-05,8.2064e-05,8.2064e-05
48,182.158,2.04464,1.32143,1.37353,0.43436,0.416,0.2826,0.07334,2.90348,1.78353,1.93207,6.5236e-05,6.5236e-05,6.5236e-05
49,185.96,1.87437,1.12036,1.36139,0.41197,0.384,0.27558,0.07158,2.91344,1.73437,1.93955,4.7616e-05,4.7616e-05,4.7616e-05
50,189.721,1.77111,1.16892,1.38336,0.41197,0.384,0.27558,0.07158,2.91344,1.73437,1.93955,2.9204e-05,2.9204e-05,2.9204e-05
